label,detokenize
0,hehe bodoh ngeyelan
0,bodoh terus rindu mantan tidak pernah rindu
0,pinter bodoh
0,warganet bodoh
0,rim orang orang bodoh iman ingat sungguh
0,hati bodoh mulut mulut bijak hati benjamin franklin
1,mati bodoh
1,cuk duka buka berita jadi ribu akun duka cuk hina diri bodoh goblok duka david jadi urus hukum urus tegak hukum kadrun jahanam
0,ibu aji ajar anak nya anak nya pintar bodoh dunia akhirat
1,agnes mesti maly cerita pacar dandy bodoh
0,pura pura bodoh tau
0,bodoh goblok gila keluar untung gila benar gila benar ya tanggung doa diijabah
0,baik manusia manfaat ya tinggal tolak bodoh gampang atur orang tolak keluar dapat buat ya sesuai normal nilai atur
0,sih berita manusia bodoh lini masa gue keroyok pembunuhaan amp leceh bikin gue takut manusia
0,takut gila takut bodoh allah kuat mental lemah kuat
0,opini bodoh sih bikin sakit mata baca
0,debat logika hadap asa langit bodoh
0,bodoh isi buka detektif conan
1,terima kasih bodoh berkat orang lihat betapa biadab sih laku orang di sana diam lihat orang kapar aniaya kaya enggak butuh orang bodoh lingkar pembully jahat biar bukti
0,galau bodoh
0,nak tego orang biar adab tua bangka still tak ada akal bodoh nak mampus
0,masah bodoh
0,aku pandai orang bodoh pidato orang tuli
0,kayak adil sih dunia prihatin ukraina serang rusia bodoh negara serang as israel
1,tau utang alias butuh duit alias ngrepotin orang bikin ulah sakit anak orang nglakuin bodoh pikir kesal gue
0,ih bodoh hahahahhahaha
0,kemarin teriak teriak jakarta banjir muji sih heru banjir ya amat dukung anies orang didik pilih jokowi mayoritas didik alias goblok bodoh bong t cowok uclrcskh
0,tenang kampanye adu intelligence quotient lawan anies bodoh
1,hai ditunjukin ijazah asli bilang ijazah palsu bodoh ugm cek gila waras kadrun buruk sangka ugm ecek kadrun diam bicara fakta
1,bodoh dasar makan gaji anjing
0,ya budak cinta bodoh wkwk
1,hai ditunjukin ijazah asli bilang ijazah palsu bodoh ugm cek gila waras kadrun buruk sangka ugm ecek kadrun diam bicara fakta
1,suka halu sih bodoh anjing
0,terkadang bodoh bentuk
0,bodoh
1,laki otak bodoh
0,walaun bodoh jais keluar nyata masjid cuai mungkar atur
1,konyol bela cewek tengil begitu di penjara hukum mati sih agnes haha hihi laki bapak kena anak bodoh hancur gara cewek naudzubillah
0,dhea bilang anak anak tidak ada bodoh dunia pintar malas
0,bodoh
0,bodoh bodoh bodoh banget
1,ngeng ngong kayak orang bodoh
0,sih bodoh banget fannya orang jisoo tidak ada mirip
0,bodoh orang mudah tipu
0,salah ku pura pura bodoh hasil
1,ya bodoh ya urus orang tau salah biar
0,sadar rela bilang bodoh teman bodoh orang dekat sia nyiakannya
0,bodoh bodoh hehe
0,orang bodoh sadar gue contoh kemarin malam parah sadar
0,contoh orang bodoh
0,cerita lucu lucu bodoh
1,bodoh
0,twit bodoh jenis
1,orang bodoh eh salah orang demit bodoh
0,bodoh ya bayar
0,t cowok miqarxoywl haha iya orang bodoh erti sih ekonomi makro orang kismin tabung duit ya habis tabung paling celengan kontra token iya bos gede suka ngadi
0,takut gagal sadar gagal gagal harap keluarga bodoh cinta susah gagal sosial risih ramai nyaman jalan
1,anak bodoh dasar muka mu kayak tai
0,susah hadap orang bego asa pintar bodoh tau salah bodoh benah bodoh
0,bodoh
0,aduh bodoh
0,gue gue ya rendah vior sih polos bodoh gue bodoh di sini arah polos kuat kalimat gampang percaya orang gue cowok tau arah bodoh nya mana
0,tulus bodoh nya salah mu simpan rindu sapa mu kemarin
0,bodoh sih pasang dekat tidak bisa suka jauh
0,warganet bodoh haha serang ya serang laku bawa bawa kakak nya salah buat saudara nya
0,buset dnanya bikin geli keren haha he anak bodoh suruh bikin makalah copy paste google ya
0,pikir bodoh
0,bilang bodoh orang tua
1,orang gila banget sih mukulin anak orang koma mentang anak jabat cewek nya bodoh menye banget najis
0,dunia kurang orang bodoh biar sumpek
0,opini bodoh centang biru
0,pikir orang bodoh
0,emangnyee aju nikah kantor bodoh banget
0,cinta indah orang cantik tampan cinta syarat polos bodoh reply
0,otak bodoh dasar iri bangtan wkwk
1,bodoh cowok bajing berengsek bejat
0,sbtulnya gmst plajaran anak otak bodoh
0,orang bodoh
0,bodoh laku pintu rumah tunggu milik rumah pulang kunjung rumah sayang rumah
0,bodoh mudah percaya orang
0,polos bodoh wkwk berani banget reketek
1,guru bodoh julid
0,kualat pakai nama orang bodoh kayu
0,sesal bodoh
1,bodoh pas sambo pidana bunuh yosua percaya anak front bela islam rebut senjata bodoh bodoh
0,pikir bodoh mau layan tolong hindar bentuk kontribusi hidup butuh penuh marah akan leyeh rumah lucu banget sih
1,orang bodoh kecut tau kumpul kubu
0,orang bodoh percaya jabat indonesia tobat korupsi nama indonesia
1,anak bodoh ya orang tua tanggung salah sih anak lihat video aniaya david sih anak kayak manusia monster
1,anak hasil sperma laki koruptor susup rahim perempuan bodoh
1,bodoh
1,mati konyol mati syahid bodoh rebut pistol polisi t cowok tnrwfvdp
0,bodoh
1,menkeu yang hormat tolong cerdas direktur jenderal pajak mobil umur pajak beli harga jual mobil juta harga jual juta angka persen pajak njop bodoh
1,rektor guru nama undang didik main pakai gelar prof akibat nya sih orang pecat jabat rektor bodoh literasi t cowok fzhffxdms
1,bodoh
0,baca kayak otak diskusi beres beres orang orang gagal paham kayak komen maki sok pintar pandahal bodoh t cowok vpaalczgz
1,otak bodoh
1,iya anjir mana buset ril anak bodoh dandy
0,ujung bodoh
0,kuda tau manusia guna dukung bodoh kuda
1,emosi sombong bodoh tolong bapak kayak
0,beda profesional bodoh nder
0,rumah atm bodoh banget dasar
0,gilir ketangkep aku bodoh pura gila blegedes
0,konyol bodoh kali kali jebak tuhan firman nya tanam kepala putus asa ulang kali tuhan sabar banget hem
0,kayak bodoh orang kasih sempat sepi temu orang pas tinggal bukti temu tiba tiba sayang blablablaa campa paham
0,ejek goblok teman cowok kerja kelompok praktikum kasih tugas usaha bantu tugas dianggep salah baca alat ukur anggap bodoh
1,ibuk anak laki laki tegun elus dada sedih setan rasuk anak bodoh hajar manusia sungguh sesal diri buntut hawa nafsu kawal vonis hukum timpal
1,dukung sih anies bodoh anies
1,gue bilang cantik bodoh mubazir aduh agnes agnes
0,bisa kirim email mbak nomor l nya ya terima kasih hilang cc bcc nya bodoh banget
1,batas maksimal haid darah sakit salat dokter takut tidak ada hubung gadis nikah lahir dan lain lain guru bodoh
0,sayang banget sabar bodoh
1,orang dukung jokowi orang bodoh
0,cinta kadang kadang bikin bodoh
0,minder percaya bodoh racun pikir hati biasa lingkung mesti sembuh
0,selingkuh gampang susah tahan orang pilih selingkuh orang bodoh suka tantang
1,bodoh banget ya fajar
0,bodoh
0,orang bodoh mnguasaimu diam
0,sadar februari kacau kayak tipu tipu angjay mahasiswa bodoh ya
0,wkwk biar ulet bodoh
1,kadrun bodoh puja teroris
1,dandy contoh orang nakal bodoh nakal bodoh sakit orang nama bodoh rekam sih agnes habis swafoto otak nurani
0,janji ganti nama sih bodoh
0,itu mah nama bodoh
0,pintar cerdas cerdas wanita bodoh hadap laki laki cinta orang bodoh ya
0,bodoh banget ya ngesti
0,bodoh naif sih tau cadang naro expektasi
0,orang bodoh
0,aduh mas makan orang bodoh mas orang anggap mati senyum ornagya hidup
1,cowok tas cowok sayang anjing afaz buang duit bodoh bodoh
0,musuh brsaha terima orang pada tipe orang bodoh main coba teman mau musuh ya baik blok akun aku melalukn
0,biar kurang populasi manusia bodoh
0,mentwit bodoh
0,asli orang bodoh otakya cuci bodoh benern ya parah asli
0,debat orang bodoh bicara orang ganggu jiwa caci maki kondisi mental cerdas orang nilai
0,erti baca isi berita mending diam ikut bodoh kayak
0,galau konstribusi mu hidup bodoh
0,bodoh ya ajar oh my god
0,senang partisipasi di belakang layar puji bahagia acara anggap bodoh orang sok di depan apa tinggi ego
0,bang ranking kelas juara seko bodoh
0,coba nikmat ciss menteri uang sungguh narasi bodoh orang
0,susah bicara jongos kdrun orang puja gubernur prestasi main ayat amp mayat jongos bodoh msyrakat cerdas dboongin daerah khusus ibukota t cowok hhqvyonif
0,we nih ya nya syukur wkwk padal we turut apa ngebantuin apa ejek teman bodoh wkwk
0,bodoh rejeki latih kemarin hebat
0,orang bodoh bahagia pintar anggap
1,nikah kena sakit tular salah pasang suka jajan aduh aduh sok keren jatuh bodoh
1,pro calon suami mu nder bodoh
0,iya bodoh situasi sakit cinta
0,sih bodoh pakai baju balik jam t cowok tomjdjr
0,sial sumber inspirasi rangkai geer bodoh jalan hidup
0,orang bodoh debat tepi sungai keruh dalam bijak tunggu air jernih
0,bodoh suka marah senyum
0,aduh wanita bodoh nikah anggota aju tetek bengek ya allah
0,twit bodoh pura pura bodoh diri ansor wafat provokatif benci nu lembaga sih lingkung
0,malu bodoh
0,musuh energik kompeten kawan bodoh
0,sesuai ttdnya om tanda fr diskontinu kasih f ame pabrik nya
0,meme bodoh suka ril kah ril min trukah trumin
0,buka twitter laku makhluk bodoh
0,manusia bodoh bodoh ya gue
0,gue sanding tuit tuit gue tuit gue bilang buat cina esemka pwrtama baca paham bodoh di sini t cowok yjunpcve
0,bodoh
0,viral casemiro bodoh main mu barcelona ribut t cowok fkjwesahh
0,bodoh banget wkwk t cowok moziqidetj
1,cewek bodoh agama bodoh
0,bodoh idol uang turun langit orang emis tunggu turun duit langit cape kerja
0,emgg bodoh gue haha
0,orang miskin orang bodoh komunisme kembang
0,semesta lemah bodoh nilai kadar agama kualifikasi orang
1,pikir mudah h lahir kerja prof sional sih profesional bodoh kilis
0,orang bodoh sakit
0,orang bodoh cinta peduli pikir betapa bodoh mantan henti cinta
0,bodoh kali
0,genius takluk orang bodoh usaha
0,juang besar negara negara perilaku hormat bodoh kejam
0,menang rakyat r negara negara perilaku hormat bodoh kejam
0,ya bodoh nama pendirisn ya sulit manfaat
0,besok bodoh ya
1,mulia lihat bodoh sih dandy makan kotor laku kayak
1,ya beda sama agnes bodoh otak
0,bodoh banget gue beli beli jajan tautaunya duit habis gacukup ongkos pp besok wkwk
1,sih agnes sakit hati putus david garang cerita hasut dandi aniaya dandi tipu orang bodoh tipu mentah bikin meme surat pemberitahuan tahun di atas
0,bodoh ketemu jodoh
0,orang cerdas bodoh
1,buang buang debat orang bodoh
0,sih bodoh t cowok tgwykftlmo
0,allah lupa banget nyala fitur transaksi online bodoh
0,bodoh gue diselamatin biar gue laku tengkar ujung
0,polos bodoh beda ya
0,lapor lapor tangkap salah sih cewek gege mental pemuda negara bodoh
0,bodoh nolep sih
0,cape tolol bodoh
0,bodoh
0,juang besar negara negara perilaku hormat bodoh kejam
0,ngehajarnya bodoh sih plak plak tangan sakit hajar pakai alat contoh colokin mata tangan ku sakit maksud hajar pakai tangan muka kesal nendang tahan
0,contoh guna acuh bodoh cidut ajul acuh bukti pria buat gelas susu untuk pagi acuh peduli ajul cidut langsung
1,ulama ceramah sumpah serapah ulama jahat samar ulama wajar sih kadal gurun kaum sampah adab bodoh
0,bayar pajak makan mie instan terima pajak makan restoran orang bijak taat pajak eh bijak bodoh
0,bilang bodoh
0,selesai cctv nya bodoh
0,takut lipat ganda takut keluarga buat bodoh mudah hilang hilang
0,ya sudah lebih dahulu salat terima kasih bodoh
0,banget orang bodoh jalan sore
0,wow tau bijak iya sih heran film putar museum pancasila sakti rumah percaya jadi nyata bodoh banget asli deh seram takut sedih tonton
0,puas kerja keras juang bodoh
0,bodoh pintar nilai pria tipu oleh days
0,untung tuhan sayang indonesia rezeki jokowi pimpin negeri bangkit sadar bangsa anak cucu bodoh pilih pimpin integritas
0,otak pintar hati bodoh
0,bodoh banget sumpah
0,kayak benar cuti hamil hpl bodoh sehat bayi
0,biasa orang bodoh
1,bodoh
0,orang kumpul ilmu ulama kalam mutiara ahli hikmah amal amal orang orang bodoh imam hasan al bashri ra t cowok rkuzdkeh
0,masashi kishimoto bodoh bidang ajar bukti lulus peringkat siswa
0,negara negara perilaku hormat bodoh kejam
0,canda alas bodoh berani nya kemari dahulu ku gila t cowok tjpbzmay
1,decul kontol kalah kayak orang tolol decul bodoh decul tolol awokok
0,ya allah les malas les bodoh
0,lahiya bodoh banget tunggu kak joshua lupa orang fs dk hoshi pergi maav kak joo lupa
0,ditakutin kerja lucu guru gue tau centil ya guru dibaperin murid benar bawa asa ishh bodoh
0,kurang ajar bodoh lebih ajar sombong cukup ajar ya biar ya
0,wkwk gue puas banget bacot balas dendam tahun tuduh bts plagiat alas bodoh rasa t cowok dwphf
0,harap dijatuhin gila bodoh banget gue santa santa
0,bodoh beda
0,sungguh bodoh
0,orang bodoh orang
0,argumen bodoh
0,tangis tinggal orang bodoh lepas pintar lupa
0,suka baca bodoh suka ingin tahu ilmu tau paham antusias cerita lada orang bagi tau
0,diam bodoh
0,anak sesal sesal hilang bodoh laku anak
0,orang bodoh orang agendasolo
0,sumpah harta cerita permadani katanyanorang bodoh banget
0,orang kumpul ilmu ulama kalam mutiara ahli hikmah amal amal orang orang bodoh imam hasan al bashri ra t cowok crmxsqwsps
0,bodoh level mangkuk tingkat
1,manusia bodoh tertawa puas sabar ku habis mati ku tenggelam laut
0,enggak paham twitter hobi cari gara ya nih orang bodoh e
0,skskw gara hasut manusia bodoh
0,isi lini masa gue bodoh giat kriminalitas orang indonesia anjing stop muncul lini masa ku msup twitter divisi gepeng hindar laku laku bodoh manusia
0,tuduh ya gue bukti ikut bodoh
0,adik suruh sekolah usaha ya biar bodoh
0,surga neraka urus allah aku muslim lihat saudara muslim bantai senang tertawa orang kafir bodoh aku muslim salah
0,bodoh
0,bodoh biasa patah kian ujung ku genggam harap rencana tuhan kejut alur
0,mualaf bro wajar tato agama temu cerah damai islam rahmat lil al amin gue panggil sih bodoh gue hantu haha
0,bodoh mbak
0,bodoh coba coba gue teman nama rizka t cowok formvek
0,fandom bodoh
0,leyot
0,asa bodoh banget
0,setia bodoh t cowok mjpfecac
0,orang bodoh tau orang pintar tau jalan hidup
0,ikut bodoh komentar
1,curiga buk fakta jabat harta tingkat rakyat miskin bodoh tolol sih buk pura bodoh
0,kasihan salah eyel bodoh
0,otak pintar hati bodoh
0,grab driver bodoh
0,ha bagus teman eh asa bodoh banget gue
0,ambil putus cepat logika hasil bodoh
0,ya sih calon suami bodoh
1,bodoh lepas siain kecewain orang sayang nyaman bodoh
0,kakak kidut pintar luang energi hujat manusia bodoh gue terima kasih lo by the way ari gue kubur makan larung t t
0,panggil ojou sih ogah banget panggil bodoh wkwk
0,bodoh bodoh pandang bulu anjing
0,bodoh sastra ya
1,bodoh nder
0,bodoh ndangg
0,celoteh orang bodoh
0,ragu tindak ingat orang bodoh kalah orang pandai ragu
0,suka sih banget dadak taksir gue ambil langkah bodoh
0,orang bodoh serah naruto
0,bodoh orang
0,dasar bodoh baca ya kuota njeplak cek beliau balikpapan lihat beliau lari pagi langsung suuzan t cowok zytboftatz
0,bodoh banget ih setel video pantas saja suara pakai headset
0,coba bikin sistem awas internal bas data lintas sektoral komprehensif bu sri intensif pantau amp libat manusia minimal canggih apa sistem laku oknum korup ya sistem bodoh
0,cerdas bodoh berat uzumaki naruto
1,bukti goblok tolol bodoh t cowok edjtgqlyt
0,bodoh allah ku iri orang orang pergi bangga milik guna
0,warganet bodoh
0,paksa ya
0,sedih orang cinta bodoh wisatapurbakala
0,bodoh
0,bodoh
0,natural killer bodoh bodoh
0,pusing kian landa tatkala usaha pecah sandi sulit ivy garuk garuk kepala gatal kernyit paham jujur bodoh perihal sandi sandi coba pikir
0,wkwk miskin bodoh begitu nder
0,malu enggan kait mu otak walo bodoh pikir laku binatang laku bodoh sar mu
0,tau khawatir sehat mental sih agnes observasi bukti bodoh anggap warganet anti sisa bodoh kayak
1,wanita bodoh
1,bodoh
0,amsal takut tuhan mula tahu orang bodoh hina hikmat dik
0,opini bodoh
0,tau pintar matematika kelas sekolah dasar kelas bodoh banget eh kelas bodoh matematika
0,aji isi seru jihad bodoh
0,bodoh kaya tidak ada bau
0,gue mulu enak orang ganti gue bodoh biar impas
0,inti chart tunjuk dominasi bts obbak awkwkwkwk bodoh t cowok xdbbzgen
0,nak makan keropok takut bodoh mira
0,bodoh menit bodoh
0,opini bodoh
0,ekaw didaw cerita orang jawa protowali manis busa mulut mu orang bilang bodoh gila indonesia anis kenal menteri pecat gubernur bodoh mabuk aibon harga amp pasir main milyar
0,gue kayak balik bodoh banget putus nder
0,lupa ingat ya teriak front bela islam bawa senjata bukti hilang puter karuan butuh barang bukti pmbuktian umum senjata bawa hubung pngakuan fs ikut bodoh kayak
0,bodoh nilai orang mawar indah milik duri orang ragu hati ai haibara
0,rakyat rakyat bodoh sekolah biar erti tata adil erti hukum bawa asa pakai asumsi rakyat ya beda ilmu iman iman ilmu ya ilmu iman ya takabur
1,gue maklum diri tolol bodoh goblok otak t cowok fahukkom
0,mari bodoh lindung
0,bodoh takdir ubah ajar ismailnurdin
0,buru buru bilang masa depan suram lapor rft orang bodoh duit dandy hidup limpah penjara
0,pikir rakyat bodoh pikir rakyat bodoh
1,angkuh nya sih bodoh
0,ejek bodoh
0,orang tua korban potong titit bunuh manusia bejat bodoh aku di penjara nyawa balas nyawa anak cewek balita
0,keti orang bodoh biar bilang batu biar biar rasa susah biar
0,sih derita bodoh tau mampus anjing
0,orang bijak ajar orang bodoh orang bodoh ajar orang bijak
0,orang bijak ajar orang bodoh orang bodoh ajar orang bijak
0,bodoh tunggu kepastiaan percaya sabar buah manis
0,bodoh banget cctv orang
0,orang perang tani bodoh taruh nyawa baik dapat perang tani utuh
1,ya bodoh nder
0,bodoh
1,bodoh sih nder
0,ciri orang bodoh dinsatu sisi benci utang di sisi maklum utanh junjung kayak nya kutuk leceh seksual idola ulama laku leceh seksual miris bodoh pamer media sosial malu
0,mimpi istri sih bangkai lu haha sih kau ogah aku fannya habis bodoh sih
0,lambat banget deh biznet kayak orang bodoh
0,salah bodoh tolol
0,butuh aku cocokologi bodoh
0,entah bodoh nak budak surau sesuai
0,hukum ringan berat berat berat nya laku nya hukum ringan alas apa bodoh kash hukum
1,bodoh
0,suka kasihan orang bodoh eyel ya nama orang bodoh eyel
0,aaa bodoh banget sih
0,pepatah cinta kadang kadang logika isi goblok hati ku bicara diri bodoh ju sesat
1,ya manfaat orang tolol bodoh goblok kayak mudah kibul gue jamin sakit hati ya t cowok jcczytly
0,tau bodoh bodoh deh okedee tidak apa apa
0,budak cinta bodoh beda tipis
0,bodoh banget tipu atas nama rekening nomer kartu untung nya langsung sadar pas kode otp panik rekening nomer kartu aman min
0,bodoh
0,orang bijak orang bodoh niccolo machiavelli t cowok utzpqgw
0,bodoh sombong nak orang beril ajar
0,bidang ramai orang bodoh bidang ramai orang pandai
1,kadrun bodoh njeplak lihat ganjar daerah pakai anggar dapat dan belanja daerah tugas resmi t cowok ubwiizcyk
0,bodoh but mass
0,bodoh nilai orang mawar indah milik duri orang ragu hati ai
0,sih bodoh kak nyu kantor ku pergok teman kantor untung nya teman kantor cepu kantor doang pokok viral kantor mana benar tahu istri suami ya salah
0,ih iya ya bodoh ahahhahaa
0,maaf ku bodoh kasih
0,bodoh
0,nyata bodoh gaji swasta rakyat
0,bodoh pura pura sih
1,tau salah tau bodoh sadar ya ampun agnes
1,iya sih bodoh
0,cerdas bodoh berat uzumaki naruto
0,serah anggap ku bodoh juang
0,sih bodoh bodohin calon suami kasar
0,emosi ejek bodoh
0,harap cinta gue bodoh
0,sih bodoh anak beliau
0,bilang bego gue kayak kasar banget benar bego devinisi bodoh erti balas doang selesai
1,sih anak bodoh minum susu basi
0,galau sakit hati tindak bodoh buat baik magnet cinta materi
0,hai piu bodoh bin tolol ajar kurang bodoh lupa imbang makan makan gizi otaknu pakai pikir
1,bodoh malaydog goblok
0,rakyat bodoh
0,fandom isi orang orang bodoh bodoh deh
0,bodoh
0,tagar fyp orang orang ikut topik bodoh kah orang kenal tikok kayak kak jil bunda corla dan lain lain gue kenal fyp
0,wkwk sudah debat tahu otak dangkal pepatah bilang orang bodoh ya itylah jawab
0,orang bodoh presiden
0,tidak apa apa kadang manusia bodoh cinta kayak bodoh natural darah daging
0,gambar orang mudah ingkar janji mampu orang bodoh bodoh
0,orang bodoh
0,bodoh dekat enak ngutarain asa sih
0,goblok rakyat paksa yakin pilih otak soak batas ruang gerak orang berangan nyata bodoh
0,bodoh t cowok wzjtdbdq
0,dasar bodoh salah akun hehe akuww
0,teman weeaboo bicara jepang ha he hoh paham paham kata bodoh
0,edisi batuk batuk gara gara makan goreng sungguh bodoh
0,bodoh
0,bilang bodoh bego ya min
0,bodoh kenal usia kak awasin orang sekitar kakak takut kayak kak diiming imingi cinta kaya langsung bocorin data atm untung isi kosong
0,ya allah maaf bodoh banget wkwk
1,gue percaya orang bodoh kumpul exol calangek calangek kontooll
0,banget marah bodoh
0,cowok tinggal cewek rela korban asa air mata bodoh
0,cerdas bodoh berat uzumaki naruto
0,sih kawan gue mara mara mulu gue lambat bodoh
0,ngambekk bilang orang teh gampang ngambekk eh kokk kaca ya memang ya mah mengalahh tua tidak apa apa salah lakuinn tidak apa apa tidak apa apa
0,cerdas bodoh berat uzumaki naruto
0,ah lambat ya mfs lagu sih tak tau deh maaf bodoh wkwk
0,senyum banget guru ppkn satu nilai ratus pas ulang maaf bu anak bodoh
0,bodoh paksa orang transaksi emas kriminal
0,opini bodoh laden ya
0,alah bacot banget mbak pegawai negeri sipil bayar pajak pegawai negeri sipil gaji rakyat pegawai negeri sipil pegawai negeri sipil wajib tanggung rakyat swasta gaji usaha usaha profit jual jasa produk logika bodoh
0,bodoh banget sih
0,orang bodoh miskin adab kasih jabat sombong batas
0,anggap bodoh ceo
1,sumpah bodoh
0,bodoh adu argumen
0,malas pakai otak tak tau pikir bodoh
0,keren tipu nomor telpon orang tagih tidak jelas mengatasnamakan tolong admin proses orang bodoh t cowok zpzedhx
0,my kasihan orang bodoh tolong
0,sadar dar lari nyata bodoh
0,itu regenerasi puncak ada kuat perilaku demokrasi bodoh adab cerah dunia abai damai toleransi pilih gubernur daerah khusus ibukota
0,bodoh
0,biar tampak bodoh bodoh ke ranah
0,orang bodoh mudah provokasi
0,masyarakat bodoh menganalisa orang mudah garap militansi gelap
0,tanah jakarta penuh aspal beton solusi bongkar aspal solusi bodoh amp asal orang pintar rencana normalisasi kali ciliwung kmdn terowongan air raksasa kmdn alir laut
0,seimbangin ya laku bodoh
0,orang bijak salah tar orang bodoh salah orang
0,bodoh
0,iya bodoh situasi sakit cinta
0,juara bodoh selamatt
0,bodoh abel
0,bodoh
0,iya iya takdir bodoh
0,omong orang enak kak orang bodoh
0,orang bodoh
0,manusia milik kurang amp lebih orang bodoh hina orang
0,opini bodoh
1,bodoh marah tolol
0,tau bodoh banget debat kemarin heboh banget pas bts foto kepala botak konsep jhope surealisme terima
0,bodoh pelihara indonesia wakanda beda kali
0,eh bodoh ah siaa
0,bodoh suka berak lupa lapor media sosial ya prof
0,rejim bodoh pelihara buzzerp manipulasi kerja buruk prestasi rasa nikmat bukti rakyat manfaat sedikit bizzerp penting rakyat
0,cape banget bodoh t cowok fqljmjceuq
0,kuda orang tunggang kereta orang bodoh paham
0,di sini kumpul bodoh kak usaha ngejelasin
0,orang bodoh kalah orang pandai ragu
1,ih tolol bodoh aduh
0,orang orang bodoh orang mudah manfaat orang orang akal hati
1,calon suami bodoh sih nder
1,buka mata bodoh bilang sayang pada bilang pria sejati
0,bodoh
0,orang pintar minum tolak angin orang bodoh minum minyak angin
1,bodoh banget percaya orang kayak
0,nyata wkwk orang indonesia bodoh kali ya
0,inti lelaki harta tahta wanita racun lelaki bodoh budak cinta
0,bodoh
0,anjing music network nya bodoh
0,kerja bodoh banget normal sih
0,bodoh tolol anjrt fajar
0,bagus ngeringanin beban sidik laku bodoh biar tahu bobrok laku mafia
0,busett manusia bodoh hewan
0,bodoh gaya
0,survei gaya bicara arah orang tim kampanye ganjar prabowo mudah masyarakat indonesia bodoh gaya tipu uang survei
0,bodoh percaya monyet uler
0,orang orang bilang bodoh tahan tau tulus
0,bego bodoh beda tipis ya wkwkek
0,cowok budak cinta bodoh ya wkwk
0,bodoh tupoksi aneh orang kendali ya laku baik koneksi lancar aduh ampun metode kerja
0,wkwk pikir pikir bodoh banget anjing tipu tipu mnyett doang bikin emosi
0,bodoh sih haha
0,manusia berkelakua bodoh sih manusia
0,cair fafifuu sampah galon benar sampah ya gelas botol pakai aqua masyarakat bodoh ya dasar buzzerp t cowok kwgkcbim
0,bodoh beda manfaat enak orang
0,ya masuk bui bodoh wkwkwkwwkk
0,indonesia negara agama bodoh pakai hukum islam bikin negara pergi suriah arab
0,dasar kepala bahaya orang kejang baik hajar orang tahu dasar kayak kah usia sih erti bodoh
0,bodoh maksud lulus masuk tingkat paket sih
0,bodoh
0,wkwk bodoh jahat
0,asa bodoh nih
0,maksud hati turu kuliah kasihan negeri penuh orang bodoh
0,sabar odit sabar ejek bodoh lewat sabar hadap harga usaha niat komunikasi hindar
1,tolol sok bijak hidup hukum akibat karma patut telusur bapak sih anak brutal amp lewat batas buah jatuh pohon tuhan maha adil cam bodoh
1,bodoh asli pintar bicara retorika
0,nyawa bayar nyawa hukum mati biar kurang populasi orang bodoh negeri
0,bodoh tanggap t cowok hwhmgrnvhx
0,bodoh kali
0,bodoh sih ngumumin orang perhati
0,music network bangsat gue bodoh tonton
0,bodoh percaya net
1,nongol bodoh bodoh nya
0,bodoh
0,bodoh
0,gue pas umur bodoh gue laku alhamdulillah susah negara sih
1,tolol sok bijak hidup hukum akibat karma patut telusur bapak sih anak brutal amp lewat batas buah jatuh pohon tuhan maha adil cam bodoh
0,bodoh banget gue paham masuk akun
1,decul bodoh
0,babik bodoh
0,asa bodoh
0,anak anak bungsu bersih rumah bodoh habis gue buangin
1,bodoh babi buto kepala t cowok kgfxtpyp
0,uji akhir semester orang bodoh puja puji negara ikut bodoh bodohin uji akhir semester kumpul dana beli kapal selam duit mana kapal selam istri tua sukses buang kawin muda
0,orang bodoh bahaya orang jahat cok pardiedie
0,main klarinet pakai topi sombrero pakai baju bodoh pakai rok pakai sepatu merah makan keju bundar lambai lampu senter cepat lingkar
1,orang bodoh hasut bocah
0,sumpah bodoh
1,malas bodoh
0,apa sih gue bodoh erti alias gue bingung banget
0,percaya berita bodoh
0,bodoh jer
0,orang bodoh aniaya orang hukum laku dewasa bodoh anjing
0,haha gue bodoh banget ya hitung
0,cape marah orang bodoh ajar lini masa ckkckckc
0,bodoh hasil ya hasil
0,bodoh beda
1,banyak orang bodoh tolol eh tobat salah ujung nya kafir kan bidah kan
0,nyata bodoh sekolah
1,cowok bodoh budak cinta cewek pantek
0,iya bodoh banget ya bro
0,tau yesus orang yahudi yahudi pakai sistem kerabat patriaki patriaki garis turun nasab jalur maaf bodoh perkara naik level interaksi
0,bodoh gue ngataiin
1,bodoh buta mata
0,sengaja sama iya kak modus iya mmf sayang t cowok quodxshzs
0,kadang peduli betapa sakit maaf dengar bodoh bagi cinta
0,cerdas bodoh berat naruto uzumaki
0,bagus sadar bodoh
0,sih bodoh ambil judul hiv ya
1,ya tuhan kecut hai anak bodoh orang daya hantam tubi mana hati nurani wajib hukum berat kasih ampun manusia kejam tolong ya
0,exo rugi mbak exo l setia gampang makan rumor bodoh t cowok orwahee
0,orang bodoh perkara bodoh ide
0,bodoh
0,bodoh
0,pintar bijaksana paket aku pintar ambil uang haram mata bodoh
1,sih mantan bocah cilik goblok korban otak sih pacar laku langsung darah hadir hak tuntut orang hubung dasar bodoh anak pegawai direktorat jenderal pajak orang kayak miskin moral
0,orang bodoh dukung nih
0,tipikal kaum jajah pikir manusia serba bodoh surat pemberitahuan tahun puluh
1,ya bodoh lulus ln lulus ln hebat hebat ya kerja ln indonesia ya bikin usaha sama ngelamar ya minggir lulus negeri pinter attitude nya bagus
